SourceId	SourceLabel	SourceEntityType	EdgeLabel	TargetId	TargetLabel	TargetEntityType	PUBMED_ID	nsent	ntagged_nsent	nsent_nrelation	period
P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	14633776	6	6	6	2003-01-01
P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	co-occurrence	P15160;P17724;P73925;Q03459;Q7M413;Q7M418;Q7M419	hemoglobin	P	14633776	22	22	22	2003-01-01
P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	14633776	3	3	3	2003-01-01
P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	co-occurrence	Q08495	DMT	P	14633776	3	3	3	2003-01-01
P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	co-occurrence	Q920H8;Q9BQS7;Q9Z0Z4	hephaestin	P	14633776	3	3	3	2003-01-01
P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	gene ,	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	14633776	6	6	6	2003-01-01
P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	is	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	14633776	6	6	6	2003-01-01
P15160;P17724;P73925;Q03459;Q7M413;Q7M418;Q7M419	hemoglobin	P	co-occurrence	D004912	erythrocytes	C	14633776	22	22	22	2003-01-01
P15160;P17724;P73925;Q03459;Q7M413;Q7M418;Q7M419	hemoglobin	P	co-occurrence	D004912	redbloodcells	C	14633776	22	22	22	2003-01-01
P15160;P17724;P73925;Q03459;Q7M413;Q7M418;Q7M419	hemoglobin	P	co-occurrence	D012156	reticulocyte	C	14633776	22	22	22	2003-01-01
P15160;P17724;P73925;Q03459;Q7M413;Q7M418;Q7M419	hemoglobin	P	co-occurrence	P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	14633776	22	22	22	2003-01-01
P15160;P17724;P73925;Q03459;Q7M413;Q7M418;Q7M419	hemoglobin	P	compare percentage	P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	14633776	22	22	22	2003-01-01
P15160;P17724;P73925;Q03459;Q7M413;Q7M418;Q7M419	hemoglobin	P	mean	P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	14633776	22	22	22	2003-01-01
P49281;Q9Y5R6	DMT1	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12641343	31	31	31	2003-01-01
P49281;Q9Y5R6	DMT1	P	co-occurrence	O77741;P41251;P49279;P49280;P51027;P56436;P70553;Q27946;Q27981;Q95102;Q9SAH8;Q9XT74	Nramp1	P	12641343	31	31	31	2003-01-01
P49281;Q9Y5R6	DMT1	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12641343	31	31	31	2003-01-01
P49281;Q9Y5R6	DMT1	P	co-occurrence	Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	12641343	31	31	31	2003-01-01
P49281;Q9Y5R6	DMT1	P	co-occurrence	Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	12641343	31	31	31	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	40674	mammals	S	12469120	35	35	35	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D002878	chromosome1	C	14633776	7	7	7	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D006432	hemochromatosis	I	12469120	34	34	34	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12641343	31	31	31	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	14633776	3	3	3	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O77741;P41251;P49279;P49280;P51027;P56436;P70553;Q27946;Q27981;Q95102;Q9SAH8;Q9XT74	Nramp1	P	12641343	31	31	31	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	14633776	3	3	3	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	P49281;Q9Y5R6	DMT1	P	12641343	31	31	31	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	12469120	35	35	35	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q08495	DMT	P	14633776	3	3	3	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	12641343	31	31	31	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q920H8;Q9BQS7;Q9Z0Z4	hephaestin	P	14633776	3	3	3	2003-01-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	12641343	31	31	31	2003-01-01
P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	(	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12469120	35	35	35	2003-01-01
P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	co-occurrence	40674	mammals	S	12469120	35	35	35	2003-01-01
P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	co-occurrence	D006432	hemochromatosis	I	12469120	36	36	36	2003-01-01
P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12469120	35	35	35	2003-01-01
Q08495	DMT	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	14633776	3	3	3	2003-01-01
Q08495	DMT	P	co-occurrence	P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	14633776	3	3	3	2003-01-01
Q08495	DMT	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	14633776	3	3	3	2003-01-01
Q08495	DMT	P	co-occurrence	Q920H8;Q9BQS7;Q9Z0Z4	hephaestin	P	14633776	3	3	3	2003-01-01
Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12641343	31	31	31	2003-01-01
Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	co-occurrence	O77741;P41251;P49279;P49280;P51027;P56436;P70553;Q27946;Q27981;Q95102;Q9SAH8;Q9XT74	Nramp1	P	12641343	31	31	31	2003-01-01
Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	co-occurrence	P49281;Q9Y5R6	DMT1	P	12641343	31	31	31	2003-01-01
Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12641343	31	31	31	2003-01-01
Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	co-occurrence	Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	12641343	31	31	31	2003-01-01
Q920H8;Q9BQS7;Q9Z0Z4	hephaestin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	14633776	3	3	3	2003-01-01
Q920H8;Q9BQS7;Q9Z0Z4	hephaestin	P	co-occurrence	P02787;P09571;P12346;P19134;P22297;P27425;Q02942;Q26643;Q29443;Q921I1	transferrin	P	14633776	3	3	3	2003-01-01
Q920H8;Q9BQS7;Q9Z0Z4	hephaestin	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	14633776	3	3	3	2003-01-01
Q920H8;Q9BQS7;Q9Z0Z4	hephaestin	P	co-occurrence	Q08495	DMT	P	14633776	3	3	3	2003-01-01
Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12641343	31	31	31	2003-01-01
Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	co-occurrence	O77741;P41251;P49279;P49280;P51027;P56436;P70553;Q27946;Q27981;Q95102;Q9SAH8;Q9XT74	Nramp1	P	12641343	31	31	31	2003-01-01
Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	co-occurrence	P49281;Q9Y5R6	DMT1	P	12641343	31	31	31	2003-01-01
Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12641343	31	31	31	2003-01-01
Q923U9;Q9I9R3;Q9JHI9;Q9NP59	FPN1	P	co-occurrence	Q2VL90;Q2VLG4;Q2VLG6;Q2VLH6;Q86VB7	CD163	P	12641343	31	31	31	2003-01-01
10095	mice	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12606179	4	4	4	2003-02-01
10095	mice	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	12606179	4	4	4	2003-02-01
10095	mice	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	4	4	4	2003-02-01
10095	mice	S	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	12606179	4	4	4	2003-02-01
10095	mice	S	co-occurrence	Q9JHI9;Q9NP59	IREG1	P	12606179	4	4	4	2003-02-01
9606	patients	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12606179	4	4	4	2003-02-01
9606	patients	S	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	12606179	4	4	4	2003-02-01
9606	patients	S	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	4	4	4	2003-02-01
9606	patients	S	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	12606179	4	4	4	2003-02-01
9606	patients	S	co-occurrence	Q9JHI9;Q9NP59	IREG1	P	12606179	4	4	4	2003-02-01
D019190	ironoverload	I	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	3	3	3	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P		P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	1	1	1	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	co-occurrence	10095	mice	S	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	co-occurrence	9606	patients	S	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	1	1	1	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	co-occurrence	Q9JHI9;Q9NP59	IREG1	P	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P		P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	1	1	1	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	co-occurrence	10095	mice	S	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	co-occurrence	9606	patients	S	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	1	1	1	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	co-occurrence	P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	12606179	4	4	4	2003-02-01
O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	co-occurrence	Q9JHI9;Q9NP59	IREG1	P	12606179	4	4	4	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	10095	mice	S	12606179	4	4	4	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	9606	patients	S	12606179	4	4	4	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	D019190	ironoverload	I	12606179	3	3	3	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12606179	1	1	1	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12606179	4	4	4	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	12606179	1	1	1	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	Hfe	P	12606179	4	4	4	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	12606179	4	4	4	2003-02-01
P81172;P82951;Q5NVR8;Q5U9D2;Q8MJ80;Q99MH3;Q9DFD6;Q9EQ21	hepcidin	P	co-occurrence	Q9JHI9;Q9NP59	IREG1	P	12606179	4	4	4	2003-02-01
P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	co-occurrence	10095	mice	S	12606179	4	4	4	2003-02-01
P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	co-occurrence	9606	patients	S	12606179	4	4	4	2003-02-01
P81172;Q5NVR8;Q5U9D2;Q7T273;Q8MJ80;Q99MH3;Q9EQ21	HAMP	P	co-occurrence	O35799;P60018;P70387;Q30201;Q9GKZ0;Q9GL41;Q9GL42;Q9GL43	HFE	P	12606179	4	4	4	2003-02-01
